primary_key,product_code,color_code,product_name,product_name_en,collection,price,price_can,vendant_edll,cost,cost_us,e_lab_us_price,e_lab_can_price,description,manufacturer,real_manufacturer,abbe,density,sphere_min,sphere_max,sphere_over_max,sphere_over_min,cyl_over_min,cyl_min,cyl_max,add_min,add_max,index_v,coating,photo,polar,prod_status,min_height,max_height,product_line,lens_category,tintable,optipoints_bonus,expressable,diameter,corridor,last_update,product_code_swiss,product_code_hko,product_code_gkb,maj_prix_mars2019,maj_prix_juillet2021,maj_prix_novembre2022,cost_gkb_backup,categorie_optipro
60574,PTR7BCS8GHC,h40,"Digital Progressive IOT 1.67 Transitions Grey with HD AR (Corridor 7mm)","Digital Progressive IOT 1.67 Transitions Grey with HD AR (Corridor 7mm)","Entrepot HKO",204.00,204.00,510.00,48.40,48.40,0.00,0.00,,HKO,HKO,0,0.00,-12.00,10.25,10.25,-12.00,-8.00,-8.00,0.00,0.50,3.50,1.67,"HD AR",Grey,None,active,13,34.00,directlens,"prog ff",no,0,0,110,7,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"NUM IOT"
60573,PTR7BCS8GHC,h40,"Digital Progressive IOT 1.67 Transitions Grey with HD AR (Corridor 5mm)","Digital Progressive IOT 1.67 Transitions Grey with HD AR (Corridor 5mm)","Entrepot HKO",204.00,204.00,510.00,48.40,48.40,0.00,0.00,,HKO,HKO,0,0.00,-12.00,10.00,10.00,-12.00,-8.00,-8.00,0.00,0.50,3.50,1.67,"HD AR",Grey,None,active,13,34.00,directlens,"prog ff",no,0,0,110,5,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"NUM IOT"
47216,,,"Individualise iAction 1.67 Transitions Graphite with AR+ETC","Individualized iAction 1.67 Transitions Graphite with AR+ETC","Entrepot CSC",252.00,252.00,630.00,0.00,13.20,0.00,0.00,,"Direct-Lens Exclusive Partner",,0,0.00,-5.00,4.00,4.00,-5.00,-5.00,-4.00,0.00,0.75,3.50,1.67,"ITO AR",Grafite,None,active,15,27.00,ifcclubca,"prog ff",no,10,0,110,11-13-15,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,IACTION
47219,,,"HD Single Vision Trivex Transitions Graphite with AR+ETC","HD Single Vision Trivex Transitions Graphite with AR+ETC","Entrepot CSC",160.00,160.00,400.00,0.00,0.00,69.00,69.00,,"Direct-Lens Exclusive Partner",,0,0.00,-6.00,3.00,3.00,-6.00,-4.00,-4.00,0.00,0.00,0.00,1.53,"ITO AR",Grafite,None,active,0,0.00,lensnetclub,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45524,1PSOLOTVXG+HC,,"HD Single Vision Trivex Transitions Grey with HC","HD Single Vision Trivex Transitions Grey with HC","Entrepot Swiss",108.00,108.00,270.00,124.41,95.70,140.00,140.00,,"Direct-Lens Exclusive Partner",Swiss,0,0.00,-6.00,3.00,3.00,-6.00,-4.00,-4.00,0.00,0.00,0.00,1.53,"Hard Coat",Grey,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","ne s applique pas car hc","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45523,1PSOLOTVXG+SPC,,"HD Single Vision Trivex Transitions Grey with AR+ETC","HD Single Vision Trivex Transitions Grey with AR+ETC","Entrepot Swiss",144.00,144.00,360.00,124.41,101.76,160.00,160.00,,"Direct-Lens Exclusive Partner",Swiss,0,0.00,-6.00,3.00,3.00,-6.00,-4.00,-4.00,0.00,0.00,0.00,1.53,"ITO AR",Grey,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45520,1PSOLOTVXB+HC,,"HD Single Vision Trivex Transitions Brown with HC","HD Single Vision Trivex Transitions Brown with HC","Entrepot Swiss",108.00,108.00,270.00,124.41,95.70,94.00,94.00,,"Direct-Lens Exclusive Partner",Swiss,0,0.00,-6.00,3.00,3.00,-6.00,-4.00,-4.00,0.00,0.00,0.00,1.53,"Hard Coat",Brown,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","ne s applique pas car hc","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45521,1PSOLOTVXB+MV,,"HD Single Vision Trivex Transitions Brown with Xlr","HD Single Vision Trivex Transitions Brown with Xlr","Entrepot Swiss",156.00,156.00,390.00,0.00,107.80,114.00,114.00,,"Direct-Lens Exclusive Partner",,0,0.00,-6.00,3.00,3.00,-6.00,-4.00,-4.00,0.00,0.00,0.00,1.53,Xlr,Brown,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45519,1PSOLOTVXB+SPC,,"HD Single Vision Trivex Transitions Brown with AR+ETC","HD Single Vision Trivex Transitions Brown with AR+ETC","Entrepot Swiss",144.00,144.00,360.00,124.41,101.76,114.00,114.00,,"Direct-Lens Exclusive Partner",Swiss,0,0.00,-6.00,3.00,3.00,-6.00,-4.00,-4.00,0.00,0.00,0.00,1.53,"ITO AR",Brown,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45517,1PSOLOT74G+1MV,,"HD Single Vision 1.74 Transitions Grey with Xlr","HD Single Vision 1.74 Transitions Grey with Xlr","Entrepot Swiss",208.00,208.00,520.00,273.13,0.00,167.00,167.00,,"Direct-Lens Exclusive Partner",Swiss,0,0.00,-13.00,8.00,8.00,-13.00,-4.00,-4.00,0.00,0.00,0.00,1.74,Xlr,Grey,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"ne s applique pas car inactif","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45515,DG74,,"HD Single Vision 1.74 Transitions Grey with AR+ETC","HD Single Vision 1.74 Transitions Grey with AR+ETC","Entrepot Sky",196.00,196.00,490.00,0.00,112.40,180.00,180.00,,"Direct-Lens Exclusive Partner",GKB,0,0.00,-13.00,8.00,8.00,-13.00,-6.00,-6.00,0.00,0.00,0.00,1.74,"ITO AR",Grey,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45505,1PSOLOT67G+MV,,"HD Single Vision 1.67 Transitions Grey with Xlr","HD Single Vision 1.67 Transitions Grey with Xlr","Entrepot Swiss",176.00,176.00,440.00,158.73,122.10,134.00,134.00,,"Direct-Lens Exclusive Partner",Swiss,0,0.00,-10.00,8.00,8.00,-10.00,-5.00,-4.00,0.00,0.00,0.00,1.67,Xlr,Grey,None,active,0,0.00,lensnetclub,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45504,XTR7ASB8GHC,,"HD Single Vision 1.67 Transitions Grey with HC","HD Single Vision 1.67 Transitions Grey with HC","Entrepot HKO",128.00,128.00,320.00,121.16,93.20,114.00,114.00,,"Direct-Lens Exclusive Partner",HKO,0,0.00,-11.00,8.00,8.00,-11.00,-5.00,-4.00,0.00,0.00,0.00,1.67,"Hard Coat",Grey,None,active,0,0.00,lensnetclub,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","ne s applique pas car hc","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45503,XTR7ASB8GHC,,"HD Single Vision 1.67 Transitions Grey with AR+ETC","HD Single Vision 1.67 Transitions Grey with AR+ETC","Entrepot HKO",164.00,164.00,410.00,119.60,93.20,134.00,134.00,,"Direct-Lens Exclusive Partner",HKO,0,0.00,-10.00,8.00,8.00,-10.00,-5.00,-4.00,0.00,0.00,0.00,1.67,"ITO AR",Grey,None,active,0,0.00,lensnetclub,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45501,1PSOLOT67B+MV,,"HD Single Vision 1.67 Transitions Brown with Xlr","HD Single Vision 1.67 Transitions Brown with Xlr","Entrepot Swiss",176.00,176.00,440.00,158.73,122.10,134.00,134.00,,"Direct-Lens Exclusive Partner",Swiss,0,0.00,-10.00,8.00,8.00,-10.00,-6.00,-6.00,0.00,0.00,0.00,1.67,Xlr,Brown,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45500,XTR7ASB8BHC,,"HD Single Vision 1.67 Transitions Brown with HC","HD Single Vision 1.67 Transitions Brown with HC","Entrepot HKO",128.00,128.00,320.00,114.40,0.00,114.00,114.00,,"Direct-Lens Exclusive Partner",HKO,0,0.00,-10.00,8.00,8.00,-10.00,-5.00,-4.00,0.00,0.00,0.00,1.67,"Hard Coat",Brown,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","ne s applique pas car hc","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45499,XTR7ASB8BHC,,"HD Single Vision 1.67 Transitions Brown with AR+ETC","HD Single Vision 1.67 Transitions Brown with AR+ETC","Entrepot HKO",164.00,164.00,410.00,121.16,93.20,134.00,134.00,,"Direct-Lens Exclusive Partner",HKO,0,0.00,-10.00,8.00,8.00,-10.00,-5.00,-4.00,0.00,0.00,0.00,1.67,"Dream AR",Brown,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45485,1PSOLOT6G+MV,,"HD Single Vision 1.6 Transitions Grey with Xlr","HD Single Vision 1.6 Transitions Grey with Xlr","Entrepot Swiss",164.00,164.00,410.00,140.14,107.80,119.00,119.00,,"Direct-Lens Exclusive Partner",Swiss,0,0.00,-8.00,5.00,5.00,-8.00,-6.00,-6.00,0.00,0.00,0.00,1.60,Xlr,Grey,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45484,XTR6ASB8GHC,,"HD Single Vision 1.6 Transitions Grey with HC","HD Single Vision 1.6 Transitions Grey with HC","Entrepot HKO",116.00,116.00,290.00,97.50,0.00,99.00,99.00,,"Direct-Lens Exclusive Partner",HKO,0,0.00,-8.00,5.00,5.00,-8.00,-5.00,-4.00,0.00,0.00,0.00,1.60,"Hard Coat",Grey,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","ne s applique pas car hc","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45483,XTR6ASB8GHC,,"HD Single Vision 1.6 Transitions Grey with AR+ETC","HD Single Vision 1.6 Transitions Grey with AR+ETC","Entrepot HKO",152.00,152.00,380.00,104.26,0.00,119.00,119.00,,"Direct-Lens Exclusive Partner",HKO,0,0.00,-8.00,5.00,5.00,-8.00,-5.00,-4.00,0.00,0.00,0.00,1.60,"ITO AR",Grey,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45481,1PSOLOT6B+MV,,"HD Single Vision 1.6 Transitions Brown with Xlr","HD Single Vision 1.6 Transitions Brown with Xlr","Entrepot Swiss",164.00,164.00,410.00,140.14,107.80,119.00,119.00,,"Direct-Lens Exclusive Partner",Swiss,0,0.00,-8.00,5.00,5.00,-8.00,-5.00,-4.00,0.00,0.00,0.00,1.60,Xlr,Brown,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45480,XTR6ASB8BHC,,"HD Single Vision 1.6 Transitions Brown with HC","HD Single Vision 1.6 Transitions Brown with HC","Entrepot HKO",116.00,116.00,290.00,97.50,0.00,99.00,99.00,,"Direct-Lens Exclusive Partner",HKO,0,0.00,-8.00,5.00,5.00,-8.00,-5.00,-4.00,0.00,0.00,0.00,1.60,"Hard Coat",Brown,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","ne s applique pas car hc","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45479,XTR6ASB8BHC,,"HD Single Vision 1.6 Transitions Brown with AR+ETC","HD Single Vision 1.6 Transitions Brown with AR+ETC","Entrepot HKO",152.00,152.00,380.00,104.26,0.00,119.00,119.00,,"Direct-Lens Exclusive Partner",HKO,0,0.00,-8.00,5.00,5.00,-8.00,-5.00,-4.00,0.00,0.00,0.00,1.60,"ITO AR",Brown,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45472,XTRPASB8GHC,,"HD Single Vision 1.59 Transitions Grey with HC","HD Single Vision 1.59 Transitions Grey with HC","Entrepot HKO",108.00,108.00,270.00,71.50,0.00,79.00,79.00,,"Direct-Lens Exclusive Partner",HKO,0,0.00,-4.00,4.00,4.00,-4.00,-4.00,-4.00,0.00,0.00,0.00,1.59,"Hard Coat",Grey,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","ne s applique pas car hc","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45471,XTRPASB8GHC,,"HD Single Vision 1.59 Transitions Grey with AR+ETC","HD Single Vision 1.59 Transitions Grey with AR+ETC","Entrepot HKO",144.00,144.00,360.00,78.26,0.00,99.00,99.00,,"Direct-Lens Exclusive Partner",HKO,0,0.00,-4.00,4.00,4.00,-4.00,-4.00,-4.00,0.00,0.00,0.00,1.59,"ITO AR",Grey,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45467,XTRPASB8BHC,,"HD Single Vision 1.59 Transitions Brown with AR+ETC","HD Single Vision 1.59 Transitions Brown with AR+ETC","Entrepot HKO",144.00,144.00,360.00,78.26,0.00,104.00,104.00,,"Direct-Lens Exclusive Partner",HKO,0,0.00,-4.00,4.00,4.00,-4.00,-4.00,-4.00,0.00,0.00,0.00,1.59,"Dream AR",Brown,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45468,XTRPASB8BHC,,"HD Single Vision 1.59 Transitions Brown with HC","HD Single Vision 1.59 Transitions Brown with HC","Entrepot HKO",108.00,108.00,270.00,71.50,0.00,84.00,84.00,,"Direct-Lens Exclusive Partner",HKO,0,0.00,-4.00,4.00,4.00,-4.00,-4.00,0.00,0.00,0.00,0.00,1.59,"Hard Coat",Brown,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","ne s applique pas car hc","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
45449,1PSOLOTG+MV,,"HD Single Vision 1.5 Transitions Grey with Xlr","HD Single Vision 1.5 Transitions Grey with Xlr","Entrepot Swiss",128.00,128.00,320.00,72.93,56.10,79.00,79.00,,"Direct-Lens Exclusive Partner",Swiss,0,0.00,-6.00,3.00,3.00,-6.00,-4.00,-4.00,0.00,0.00,0.00,1.50,Xlr,Grey,None,active,0,0.00,directlens,sv,no,0,0,90,,"0000-00-00 00:00:00",,,,"Prix mis a jour par (script de Charles)2019-03-19","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"SV HD"
