primary_key,product_code,color_code,product_name,product_name_en,collection,price,price_can,vendant_edll,cost,cost_us,e_lab_us_price,e_lab_can_price,description,manufacturer,real_manufacturer,abbe,density,sphere_min,sphere_max,sphere_over_max,sphere_over_min,cyl_over_min,cyl_min,cyl_max,add_min,add_max,index_v,coating,photo,polar,prod_status,min_height,max_height,product_line,lens_category,tintable,optipoints_bonus,expressable,diameter,corridor,last_update,product_code_swiss,product_code_hko,product_code_gkb,maj_prix_mars2019,maj_prix_juillet2021,maj_prix_novembre2022,cost_gkb_backup,categorie_optipro
112513,PI549," ","Precision+ 1.60 Design Interieur Transition Brown with AR+ETC (Corridor 11mm) ","Precision+ 1.60 Design Indoor Transition Brown with AR+ETC (Corridor 11mm) ","Entrepot Sky",208.00,208.00,520.00,71.00,71.00,0.00,0.00," "," "," ",0,0.00,-9.50,5.50,5.50,-9.50,-4.00,-4.00,0.00,0.50,4.00,1.60,"Dream AR",Brown,None,active,11,35.00,directlens,"prog ff",,0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,BETTER
112533,PI9," ","Precision+ 1.50 Design Interieur Clear with AR+ETC (Corridor 11mm) ","Precision+ 1.50 Design Indoor Clear with AR+ETC (Corridor 11mm) ","Entrepot Sky",132.00,132.00,330.00,22.00,22.00,0.00,0.00," "," "," ",0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"Dream AR",None,None,active,11,35.00,directlens,"prog ff",,0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,BETTER
112512,PI545," ","Precision+ 1.60 Design Interieur Transition Brown with AR+ETC (Corridor 7mm)  [2ieme paire] ","Precision+ 1.60 Design Indoor Transition Brown with AR+ETC (Corridor 7mm) [2nd pair] ","Entrepot Sky",104.00,104.00,260.00,71.00,71.00,0.00,0.00," "," "," ",0,0.00,-9.50,5.50,5.50,-9.50,-4.00,-4.00,0.00,0.50,4.00,1.60,"Dream AR",Brown,None,active,11,35.00,directlens,"prog ff",,0,0," ",7,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"BETTER 2ND"
112532,PI5," ","Precision+ 1.50 Design Interieur Clear with AR+ETC (Corridor 7mm)  [2ieme paire] ","Precision+ 1.50 Design Indoor Clear with AR+ETC (Corridor 7mm) [2nd pair] ","Entrepot Sky",66.00,66.00,165.00,22.00,22.00,0.00,0.00," ",,,0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"Dream AR",None,None,active,11,35.00,directlens,"prog ff",,0,0," ",7,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"BETTER 2ND"
112508,PO369," ","Precision+ 1.60 Design Exterieur Polarized Brown with AR Backside  (Corridor 11mm)  [2ieme paire]","Precision+ 1.60 Design Outdoor Polarized Brown with AR Backside  (Corridor 11mm) [2nd pair]","Entrepot Sky",104.00,104.00,260.00,87.24,87.24,0.00,0.00," "," "," ",0,0.00,-10.00,5.50,5.50,-10.00,-4.50,-4.50,0.00,0.50,4.00,1.60,"AR Backside",None,Brown,active,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,BETTER
100955,PI45," ","Promo Precision+ 1.60 Design Interieur Clear with AR Backside (Corridor 7mm) ","Promo Precision+ 1.60 Design Indoor Clear with AR Backside (Corridor 7mm) ","Entrepot Sky",196.50,196.50,205.00,42.14,42.14,0.00,0.00," "," "," ",0,0.00,-9.50,5.00,5.00,-9.50,-4.00,-4.00,0.00,0.50,4.00,1.60,"AR Backside",None,None,active,11,35.00,directlens,"prog ff"," ",0,0," ",7,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","ne s applique pas car inactif",,
100957,PO45," ","Promo Precision+ 1.60 Design Exterieur Clear with AR Backside (Corridor 7mm) ","Promo Precision+ 1.60 Design Outdoor Clear with AR Backside (Corridor 7mm) ","Entrepot Sky",196.50,196.50,205.00,42.14,42.14,0.00,0.00," "," "," ",0,0.00,-9.50,5.00,5.00,-9.50,-4.00,-4.00,0.00,0.50,4.00,1.60,"AR Backside",None,None,active,11,35.00,directlens,"prog ff"," ",0,0," ",7,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","ne s applique pas car inactif",,
100960,P3A7," ","Promo Precision+ 1.50 Design Tout Usage Clear with AR Backside (Corridor 9mm)","Promo Precision+ 1.50 Design All Purpose Clear with AR Backside (Corridor 9mm) ","Entrepot Sky",50.00,50.00,125.00,25.20,25.20,0.00,0.00," "," "," ",0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"AR Backside",None,None,active,11,35.00,directlens,"prog ff"," ",0,0," ",9,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car hc","ne s applique pas car inactif",,
100961,P3A7," ","Promo Precision+ 1.50 Design Tout Usage Clear with AR Backside (Corridor 9mm)","Promo Precision+ 1.50 Design All Purpose Clear with AR Backside (Corridor 9mm) ","Entrepot Sky",76.00,76.00,190.00,33.44,33.44,0.00,0.00," ",,,0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"AR Backside",Blue,None,inactive,11,35.00,directlens,"prog ff",no,0,0," ",9,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","ne s applique pas car inactif",,
100969,PI7," ","Promo Precision+ 1.50 Design Interieur Clear with Super AR Backside (Corridor 9mm) ","Promo Precision+ 1.50 Design Indoor Clear with Super AR Backside (Corridor 9mm) ","Entrepot Sky",94.00,94.00,160.00,33.44,33.44,0.00,0.00," "," "," ",0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"AR Backside",,None,active,11,35.00,directlens,"prog ff"," ",0,0," ",9,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","ne s applique pas car inactif",,
100971,P3A47," ","Promo Precision+ 1.60 Design Tout Usage Clear with AR Backside (Corridor 9mm) ","Promo Precision+ 1.60 Design All Purpose Clear with AR Backside (Corridor 9mm) ","Entrepot Sky",196.50,196.50,205.00,42.14,42.14,0.00,0.00," ",,,0,0.00,-9.50,5.00,5.00,-9.50,-4.00,-4.00,0.00,0.50,4.00,1.60,"AR Backside",Blue,None,active,11,35.00,directlens,"prog ff",no,0,0," ",9,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","ne s applique pas car inactif",,
100974,PI47," ","Promo Precision+ 1.60 Design Interieur Clear with AR Backside (Corridor 9mm) ","Promo Precision+ 1.60 Design Indoor Clear with AR Backside (Corridor 9mm) ","Entrepot Sky",196.50,196.50,205.00,42.14,42.14,0.00,0.00," "," "," ",0,0.00,-9.50,5.00,5.00,-9.50,-4.00,-4.00,0.00,0.50,4.00,1.60,"AR Backside",None,None,active,11,35.00,directlens,"prog ff"," ",0,0," ",9,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","ne s applique pas car inactif",,
100976,PO47," ","Promo Precision+ 1.60 Design Exterieur Clear with AR Backside (Corridor 9mm) ","Promo Precision+ 1.60 Design Outdoor Clear with AR Backside (Corridor 9mm) ","Entrepot Sky",196.50,196.50,205.00,42.14,42.14,0.00,0.00," "," "," ",0,0.00,-9.50,5.00,5.00,-9.50,-4.00,-4.00,0.00,0.50,4.00,1.60,"AR Backside",None,None,active,11,35.00,directlens,"prog ff"," ",0,0," ",9,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","ne s applique pas car inactif",,
100984,PO339," ","Promo Precision+ 1.50 Design Exterieur Polarized Brown with HC (Corridor 11mm) ","Promo Precision+ 1.50 Design Outdoor Polarized Brown with HC (Corridor 11mm) ","Entrepot Sky",70.00,70.00,175.00,39.70,39.70,0.00,0.00," "," "," ",0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"Hard Coat",None,Brown,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car hc","ne s applique pas car inactif",,
100985,PO339," ","Promo Precision+ 1.50 Design Exterieur Polarized Brown with AR Backside (Corridor 11mm) ","Promo Precision+ 1.50 Design Outdoor  Polarized Brown with AR Backside (Corridor 11mm) ","Entrepot Sky",94.00,94.00,480.00,47.94,47.94,0.00,0.00," "," "," ",0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"AR Backside",None,Brown,active,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,BEST
100986,PO329," ","Promo Precision+ 1.50 Design Exterieur Polarized Grey with HC (Corridor 11mm) ","Promo Precision+ 1.50 Design Outdoor  Polarized Grey with HC (Corridor 11mm) ","Entrepot Sky",70.00,70.00,175.00,39.70,39.70,0.00,0.00," "," "," ",0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"Hard Coat",None,Grey,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car hc","ne s applique pas car inactif",,
100987,PO329," ","Promo Precision+ 1.50 Design Exterieur Polarized Grey with AR Backside (Corridor 11mm) ","Promo Precision+ 1.50 Design Outdoor Polarized Grey with AR Backside (Corridor 11mm) ","Entrepot Sky",94.00,94.00,480.00,47.94,47.94,0.00,0.00," "," "," ",0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"AR Backside",None,Grey,active,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,BEST
100993,PO359," ","Promo Precision+ 1.60 Design Exterieur Polarized Grey with AR Backside (Corridor 11mm) ","Promo Precision+ 1.60 Design Outdoor Polarized Grey with AR Backside (Corridor 11mm) ","Entrepot Sky",184.00,184.00,570.00,87.24,87.24,0.00,0.00," "," "," ",0,0.00,-10.00,5.50,5.50,-10.00,-4.50,-4.50,0.00,0.50,4.00,1.60,"AR Backside",None,Grey,active,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,BEST
100994,PO359," ","Promo Precision+ 1.60 Design Exterieur Polarized Grey with HC (Corridor 11mm) ","Promo Precision+ 1.60 Design Outdoor Polarized Grey with HC (Corridor 11mm) ","Entrepot Sky",92.00,92.00,230.00,79.00,79.00,0.00,0.00," "," "," ",0,0.00,-10.00,5.50,5.50,-10.00,-4.50,-4.50,0.00,0.50,4.00,1.60,"Hard Coat",None,Grey,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car hc","ne s applique pas car inactif",,
100995,PO369," ","Promo Precision+ 1.60 Design Exterieur Polarized Brown with AR Backside (Corridor 11mm) ","Promo Precision+ 1.60 Design Outdoor Polarized Brown with AR Backside (Corridor 11mm) ","Entrepot Sky",184.00,184.00,570.00,87.24,87.24,0.00,0.00," "," "," ",0,0.00,-10.00,5.50,5.50,-10.00,-4.50,-4.50,0.00,0.50,4.00,1.60,"AR Backside",None,Brown,active,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,BEST
100996,PO369," ","Promo Precision+ 1.60 Design Exterieur Polarized Brown with HC (Corridor 11mm) ","Promo Precision+ 1.60 Design Outdoor Polarized Brown with HC (Corridor 11mm) ","Entrepot Sky",92.00,92.00,230.00,79.00,79.00,0.00,0.00," "," "," ",0,0.00,-10.00,5.50,5.50,-10.00,-4.50,-4.50,0.00,0.50,4.00,1.60,"Hard Coat",None,Brown,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car hc","ne s applique pas car inactif",,
101012,PO355," ","Promo Precision+ 1.60 Design Exterieur Polarized Grey with AR Backside (Corridor 7mm) ","Promo Precision+ 1.60 Design Outdoor Polarized Grey with AR Backside (Corridor 7mm) ","Entrepot Sky",184.00,184.00,570.00,87.24,87.24,0.00,0.00," "," "," ",0,0.00,-10.00,5.50,5.50,-10.00,-4.50,-4.50,0.00,0.50,4.00,1.60,"AR Backside",None,Grey,active,11,35.00,directlens,"prog ff"," ",0,0," ",7,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,BEST
101013,PO355," ","Promo Precision+ 1.60 Design Exterieur Polarized Grey with HC (Corridor 7mm) ","Promo Precision+ 1.60 Design Outdoor Polarized Grey with HC (Corridor 7mm) ","Entrepot Sky",92.00,92.00,230.00,79.00,79.00,0.00,0.00," "," "," ",0,0.00,-10.00,5.50,5.50,-10.00,-4.50,-4.50,0.00,0.50,4.00,1.60,"Hard Coat",None,Grey,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",7,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car hc","ne s applique pas car inactif",,
101014,PO365," ","Promo Precision+ 1.60 Design Exterieur Polarized Brown with AR Backside (Corridor 7mm) ","Promo Precision+ 1.60 Design Outdoor Polarized Brown with AR Backside (Corridor 7mm) ","Entrepot Sky",184.00,184.00,570.00,87.24,87.24,0.00,0.00," "," "," ",0,0.00,-10.00,5.50,5.50,-10.00,-4.50,-4.50,0.00,0.50,4.00,1.60,"AR Backside",None,Brown,active,11,35.00,directlens,"prog ff"," ",0,0," ",7,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,BEST
101015,PO365," ","Promo Precision+ 1.60 Design Exterieur Polarized Brown with HC (Corridor 7mm) ","Promo Precision+ 1.60 Design Outdoor Polarized Brown with HC (Corridor 7mm) ","Entrepot Sky",92.00,92.00,230.00,79.00,79.00,0.00,0.00," "," "," ",0,0.00,-10.00,5.50,5.50,-10.00,-4.50,-4.50,0.00,0.50,4.00,1.60,"Hard Coat",None,Brown,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",7,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car hc","ne s applique pas car inactif",,
101021,PO335," ","Promo Precision+ 1.50 Design Exterieur Polarized Brown with AR Backside (Corridor 7mm) ","Promo Precision+ 1.50 Design Outdoor  Polarized Brown with AR Backside (Corridor 7mm) ","Entrepot Sky",94.00,94.00,480.00,47.94,47.94,0.00,0.00," "," "," ",0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"AR Backside",None,Brown,active,11,35.00,directlens,"prog ff"," ",0,0," ",7,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,BEST
101022,PO325," ","Promo Precision+ 1.50 Design Exterieur Polarized Grey with HC (Corridor 7mm) ","Promo Precision+ 1.50 Design Outdoor  Polarized Grey with HC (Corridor 7mm) ","Entrepot Sky",70.00,70.00,175.00,39.70,39.70,0.00,0.00," "," "," ",0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"Hard Coat",None,Grey,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",7,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car hc","ne s applique pas car inactif",,
101023,PO325," ","Promo Precision+ 1.50 Design Exterieur Polarized Grey with AR Backside (Corridor 7mm) ","Promo Precision+ 1.50 Design Outdoor Polarized Grey with AR Backside (Corridor 7mm) ","Entrepot Sky",94.00,94.00,480.00,47.94,47.94,0.00,0.00," "," "," ",0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"AR Backside",None,Grey,active,11,35.00,directlens,"prog ff"," ",0,0," ",7,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,BEST
101024,PO335," ","Promo Precision+ 1.50 Design Exterieur Polarized Brown with HC (Corridor 7mm) ","Promo Precision+ 1.50 Design Outdoor Polarized Brown with HC (Corridor 7mm) ","Entrepot Sky",70.00,70.00,175.00,39.70,39.70,0.00,0.00," "," "," ",0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"Hard Coat",None,Brown,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",7,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car hc","ne s applique pas car inactif",,
101036,PO357," ","Promo Precision+ 1.60 Design Exterieur Polarized Grey with AR Backside (Corridor 9mm) ","Promo Precision+ 1.60 Design Outdoor Polarized Grey with AR Backside (Corridor 9mm) ","Entrepot Sky",184.00,184.00,570.00,87.24,87.24,0.00,0.00," ",,,0,0.00,-10.00,6.75,6.75,-10.00,-5.00,-5.00,0.00,0.50,4.00,1.60,"AR Backside",,Grey,active,11,35.00,directlens,"prog ff",no,0,0," ",9,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,BEST
101037,PO357," ","Promo Precision+ 1.60 Design Exterieur Polarized Grey with AR Backside (Corridor 9mm) ","Promo Precision+ 1.60 Design Outdoor Polarized Grey with AR Backside (Corridor 9mm) ","Entrepot Sky",124.00,124.00,310.00,0.00,0.00,0.00,0.00," "," "," ",0,0.00,-10.00,5.50,5.50,-10.00,-4.50,-4.50,0.00,0.50,4.00,1.60,"AR Backside",None,Grey,active,11,35.00,directlens,"prog ff"," ",0,0," ",9,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car hc","ne s applique pas car inactif",,
101038,PO367," ","Promo Precision+ 1.60 Design Exterieur Polarized Brown with AR Backside (Corridor 9mm) ","Promo Precision+ 1.60 Design Outdoor Polarized Brown with AR Backside (Corridor 9mm) ","Entrepot Sky",184.00,184.00,570.00,87.24,87.24,0.00,0.00," "," "," ",0,0.00,-10.00,5.50,5.50,-10.00,-4.50,-4.50,0.00,0.50,4.00,1.60,"AR Backside",None,Brown,active,11,35.00,directlens,"prog ff"," ",0,0," ",9,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,BEST
101039,PO367," ","Promo Precision+ 1.60 Design Exterieur Polarized Brown with HC (Corridor 9mm) ","Promo Precision+ 1.60 Design Outdoor Polarized Brown with HC (Corridor 9mm) ","Entrepot Sky",92.00,92.00,230.00,79.00,79.00,0.00,0.00," "," "," ",0,0.00,-10.00,5.50,5.50,-10.00,-4.50,-4.50,0.00,0.50,4.00,1.60,"Hard Coat",None,Brown,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",9,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car hc","ne s applique pas car inactif",,
101045,PO337," ","Promo Precision+ 1.50 Design Exterieur Polarized Brown with AR Backside (Corridor 9mm) ","Promo Precision+ 1.50 Design Outdoor  Polarized Brown with AR Backside (Corridor 9mm) ","Entrepot Sky",94.00,94.00,480.00,47.94,47.94,0.00,0.00," "," "," ",0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"AR Backside",,Brown,active,11,35.00,directlens,"prog ff"," ",0,0," ",9,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,BEST
101046,PO327," ","Promo Precision+ 1.50 Design Exterieur Polarized Grey with HC (Corridor 9mm) ","Promo Precision+ 1.50 Design Outdoor  Polarized Grey with HC (Corridor 9mm) ","Entrepot Sky",70.00,70.00,175.00,39.70,39.70,0.00,0.00," "," "," ",0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"Hard Coat",None,Grey,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",9,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car hc","ne s applique pas car inactif",,
101047,PO327," ","Promo Precision+ 1.50 Design Exterieur Polarized Grey with AR Backside (Corridor 9mm) ","Promo Precision+ 1.50 Design Outdoor Polarized Grey with AR Backside (Corridor 9mm) ","Entrepot Sky",94.00,94.00,480.00,47.94,47.94,0.00,0.00," "," "," ",0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,0.50,4.00,1.50,"AR Backside",None,Grey,active,11,35.00,directlens,"prog ff"," ",0,0," ",9,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,BEST
