primary_key,product_code,color_code,product_name,product_name_en,collection,price,price_can,vendant_edll,cost,cost_us,e_lab_us_price,e_lab_can_price,description,manufacturer,real_manufacturer,abbe,density,sphere_min,sphere_max,sphere_over_max,sphere_over_min,cyl_over_min,cyl_min,cyl_max,add_min,add_max,index_v,coating,photo,polar,prod_status,min_height,max_height,product_line,lens_category,tintable,optipoints_bonus,expressable,diameter,corridor,last_update,product_code_swiss,product_code_hko,product_code_gkb,maj_prix_mars2019,maj_prix_juillet2021,maj_prix_novembre2022,cost_gkb_backup,categorie_optipro
98671,BHD2D74TGARS," ","Precision+ 1.74 Design Conduite Transition Grey with Super-AR (Corridor 11mm) [2ieme paire]","Precision+ 1.74 Design Drive Transition Grey with Super-AR (Corridor 11mm) [2nd pair]","Entrepot KNR",122.00,122.00,305.00,162.24,162.24,0.00,0.00," "," "," ",0,0.00,-10.25,6.00,6.00,-10.25,-4.75,-4.75,0.00,1.00,5.00,1.74,"Super AR",Grey,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98670,BHD2D74TGHC," ","Precision+ 1.74 Design Conduite Transition Grey with HC (Corridor 15mm) [2ieme paire]","Precision+ 1.74 Design Drive Transition Grey with HC (Corridor 15mm) [2nd pair]","Entrepot KNR",108.00,108.00,270.00,154.00,154.00,0.00,0.00," "," "," ",0,0.00,-10.25,6.00,6.00,-10.25,-4.75,-4.75,0.00,1.00,5.00,1.74,"Hard Coat",Grey,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",15,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98667,BHD2D74TBARS," ","Precision+ 1.74 Design Conduite Transition Brown with Super-AR (Corridor 15mm) [2ieme paire]","Precision+ 1.74 Design Drive Transition Brown with Super-AR (Corridor 15mm) [2nd pair]","Entrepot KNR",122.00,122.00,305.00,162.24,162.24,0.00,0.00," "," "," ",0,0.00,-10.25,6.00,6.00,-10.25,-4.75,-4.75,0.00,1.00,5.00,1.74,"Super AR",Brown,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",15,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98668,BHD2D74TGHC," ","Precision+ 1.74 Design Conduite Transition Grey with HC (Corridor 11mm) [2ieme paire]","Precision+ 1.74 Design Drive Transition Grey with HC (Corridor 11mm) [2nd pair]","Entrepot KNR",108.00,108.00,270.00,154.00,154.00,0.00,0.00," "," "," ",0,0.00,-10.25,6.00,6.00,-10.25,-4.75,-4.75,0.00,1.00,5.00,1.74,"Hard Coat",Grey,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98665,BHD2D74TBARS," ","Precision+ 1.74 Design Conduite Transition Brown with Super-AR (Corridor 11mm) [2ieme paire]","Precision+ 1.74 Design Drive Transition Brown with Super-AR (Corridor 11mm) [2nd pair]","Entrepot KNR",122.00,122.00,305.00,162.24,162.24,0.00,0.00," "," "," ",0,0.00,-10.25,6.00,6.00,-10.25,-4.75,-4.75,0.00,1.00,5.00,1.74,"Super AR",Brown,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98664,BHD2D74TBHC," ","Precision+ 1.74 Design Conduite Transition Brown with HC (Corridor 15mm) [2ieme paire]","Precision+ 1.74 Design Drive Transition Brown with HC (Corridor 15mm) [2nd pair]","Entrepot KNR",108.00,108.00,270.00,154.00,154.00,0.00,0.00," "," "," ",0,0.00,-10.25,6.00,6.00,-10.25,-4.75,-4.75,0.00,1.00,5.00,1.74,"Hard Coat",Brown,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",15,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98662,BHD2D74TBHC," ","Precision+ 1.74 Design Conduite Transition Brown with HC (Corridor 11mm) [2ieme paire]","Precision+ 1.74 Design Drive Transition Brown with HC (Corridor 11mm) [2nd pair]","Entrepot KNR",108.00,108.00,270.00,154.00,154.00,0.00,0.00," "," "," ",0,0.00,-10.25,6.00,6.00,-10.25,-4.75,-4.75,0.00,1.00,5.00,1.74,"Hard Coat",Brown,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98154,BIXL60TGHC," ","Precision+ 1.60 Design Tout Usage Transition Grey with HC (Corridor 11mm) [2ieme paire]","Precision+ 1.60 Design All Purpose Transition Grey with HC (Corridor 11mm) [2nd pair]","Entrepot KNR",106.00,106.00,265.00,78.00,78.00,0.00,0.00," "," "," ",0,0.00,-9.50,5.50,5.50,-9.50,-4.00,-4.00,0.00,0.50,4.00,1.60,"Hard Coat",Grey,None,active,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car hc","Prix mis a jour par (script de Charles)2022-11-08",,"BETTER 2ND"
98635,BIXT74TGARS," ","Precision+ 1.74 Design Tout Usage Transition Grey with Super-AR (Corridor 11mm) [2ieme paire]","Precision+ 1.74 Design All Purpose Transition Grey with Super-AR (Corridor 11mm) [2nd pair]","Entrepot KNR",122.00,122.00,305.00,162.24,162.24,0.00,0.00," "," "," ",0,0.00,-10.25,6.00,6.00,-10.25,-4.75,-4.75,0.00,1.00,5.00,1.74,"Super AR",Grey,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98157,BIXT60TGARS," ","Precision+ 1.60 Design Tout Usage Transition Grey with Super-AR (Corridor 11mm) [2ieme paire]","Precision+ 1.60 Design All Purpose Transition Grey with Super-AR (Corridor 11mm) [2nd pair]","Entrepot KNR",124.00,124.00,310.00,86.24,86.24,0.00,0.00," "," "," ",0,0.00,-9.50,5.50,5.50,-9.50,-4.00,-4.00,0.00,0.50,4.00,1.60,"Super AR",Grey,None,active,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"BETTER 2ND"
98632,BIXL74TGHC," ","Precision+ 1.74 Design Tout Usage Transition Grey with HC (Corridor 11mm) [2ieme paire]","Precision+ 1.74 Design All Purpose Transition Grey with HC (Corridor 11mm) [2nd pair]","Entrepot KNR",108.00,108.00,270.00,154.00,154.00,0.00,0.00," "," "," ",0,0.00,-10.25,6.00,6.00,-10.25,-4.75,-4.75,0.00,1.00,5.00,1.74,"Hard Coat",Grey,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98629,BIXT74TBARS," ","Precision+ 1.74 Design Tout Usage Transition Brown with Super-AR (Corridor 11mm) [2ieme paire]","Precision+ 1.74 Design All Purpose Transition Brown with Super-AR (Corridor 11mm) [2nd pair]","Entrepot KNR",122.00,122.00,305.00,162.24,162.24,0.00,0.00," "," "," ",0,0.00,-10.25,6.00,6.00,-10.25,-4.75,-4.75,0.00,1.00,5.00,1.74,"Super AR",Brown,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98146,BIXL60TBHC," ","Precision+ 1.60 Design Tout Usage Transition Brown with HC (Corridor 11mm) [2ieme paire]","Precision+ 1.60 Design All Purpose Transition Brown with HC (Corridor 11mm) [2nd pair]","Entrepot KNR",86.00,86.00,215.00,78.00,78.00,0.00,0.00," "," "," ",0,0.00,-9.50,5.50,5.50,-9.50,-4.25,-4.25,0.00,1.00,5.00,1.60,"Hard Coat",Brown,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98152,BIXL60TGHC," ","Precision+ 1.60 Design Tout Usage Transition Grey with HC (Corridor 11mm) [2ieme paire]","Precision+ 1.60 Design All Purpose Transition Grey with HC (Corridor 11mm) [2nd pair]","Entrepot KNR",86.00,86.00,215.00,78.00,78.00,0.00,0.00," "," "," ",0,0.00,-9.50,5.50,5.50,-9.50,-4.25,-4.25,0.00,1.00,5.00,1.60,"Hard Coat",Grey,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98149,BIXT60TBARS," ","Precision+ 1.60 Design Tout Usage Transition Brown with Super-AR (Corridor 11mm) [2ieme paire]","Precision+ 1.60 Design All Purpose Transition Brown with Super-AR (Corridor 11mm) [2nd pair]","Entrepot KNR",100.00,100.00,250.00,86.24,86.24,0.00,0.00," "," "," ",0,0.00,-9.50,5.50,5.50,-9.50,-4.25,-4.25,0.00,1.00,5.00,1.60,"Super AR",Brown,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98298,BHD260TGHC," ","Precision+ 1.60 Design Exterieur Transition Grey with HC (Corridor 11mm) [2ieme paire]","Precision+ 1.60 Design Outdoor Transition Grey with HC (Corridor 11mm) [2nd pair]","Entrepot KNR",106.00,106.00,265.00,78.00,78.00,0.00,0.00," "," "," ",0,0.00,-9.50,5.50,5.50,-9.50,-4.00,-4.00,0.00,0.50,4.00,1.60,"Hard Coat",Grey,None,active,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car hc","Prix mis a jour par (script de Charles)2022-11-08",,"BETTER 2ND"
98301,BHD260TGARS," ","Precision+ 1.60 Design Exterieur Transition Grey with Super-AR (Corridor 11mm) [2ieme paire]","Precision+ 1.60 Design Outdoor Transition Grey with Super-AR (Corridor 11mm) [2nd pair]","Entrepot KNR",124.00,124.00,310.00,86.24,86.24,0.00,0.00," "," "," ",0,0.00,-9.50,5.50,5.50,-9.50,-4.00,-4.00,0.00,0.50,4.00,1.60,"Super AR",Grey,None,active,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"BETTER 2ND"
98155,BIXT60TGARS," ","Precision+ 1.60 Design Tout Usage Transition Grey with Super-AR (Corridor 11mm) [2ieme paire]","Precision+ 1.60 Design All Purpose Transition Grey with Super-AR (Corridor 11mm) [2nd pair]","Entrepot KNR",100.00,100.00,250.00,86.24,86.24,0.00,0.00," "," "," ",0,0.00,-9.50,5.50,5.50,-9.50,-4.25,-4.25,0.00,1.00,5.00,1.60,"Super AR",Grey,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
97080,BBIXL60TGARS,,"Precision+ 360 1.60 Transition Grey with Super-AR (Corridor 11mm) [2ieme paire]","Precision+ 360 1.60 Transition Grey with Super-AR (Corridor 11mm) [2nd pair]","Entrepot KNR",139.00,139.00,348.00,86.24,86.24,0.00,0.00,,,,0,0.00,-9.50,5.50,5.50,-9.50,-4.00,-4.00,0.00,0.50,4.00,1.60,"Super AR",Grey,None,active,11,35.00,directlens,"prog ff",,0,0,,11,"0000-00-00 00:00:00",,,,,"Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"BEST 2ND"
97076,BBIXL60TGHC,,"Precision+ 360 1.60 Transition Grey with HC (Corridor 11mm) [2ieme paire]","Precision+ 360 1.60 Transition Grey with HC (Corridor 11mm) [2nd pair]","Entrepot KNR",121.00,121.00,303.00,78.00,78.00,0.00,0.00,,,,0,0.00,-9.50,5.50,5.50,-9.50,-4.00,-4.00,0.00,0.50,4.00,1.60,"Hard Coat",Grey,None,active,11,35.00,directlens,"prog ff",,0,0,,11,"0000-00-00 00:00:00",,,,,"ne s applique pas car hc","Prix mis a jour par (script de Charles)2022-11-08",,"BEST 2ND"
95927,GMD250TBETC,,"Precision 1.50 Transition Brown with AR+ETC (Corridor 10mm)  [2ieme paire]","Precision 1.50 Transition Brown with AR+ETC (Corridor 10mm) [2nd pair]","Entrepot KNR",64.00,64.00,160.00,49.25,49.25,0.00,0.00,,,,0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,1.00,5.00,1.50,"Dream AR",Brown,None,inactive,11,35.00,directlens,"prog ff",,0,0,,10,"0000-00-00 00:00:00",,,,,"ne s applique pas car inactif","ne s applique pas car inactif",,
97072,BBIXL60TBARS,,"Precision+ 360 1.60 Transition Brown with Super-AR (Corridor 11mm) [2ieme paire]","Precision+ 360 1.60 Transition Brown with Super-AR (Corridor 11mm) [2nd pair]","Entrepot KNR",139.00,139.00,348.00,86.24,86.24,0.00,0.00,,,,0,0.00,-9.50,5.50,5.50,-9.50,-4.00,-4.00,0.00,0.50,4.00,1.60,"Super AR",Brown,None,active,11,35.00,directlens,"prog ff",,0,0,,11,"0000-00-00 00:00:00",,,,,"Prix mis a jour par (script de Charles)2021-06-28","Prix mis a jour par (script de Charles)2022-11-08",,"BEST 2ND"
95931,GMD250TGETC,,"Precision 1.50 Transition Grey with AR+ETC (Corridor 10mm)  [2ieme paire]","Precision 1.50 Transition Grey with AR+ETC (Corridor 10mm) [2nd pair]","Entrepot KNR",64.00,64.00,160.00,49.25,49.25,0.00,0.00,,,,0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,1.00,5.00,1.50,"Dream AR",Grey,None,inactive,11,35.00,directlens,"prog ff",,0,0,,10,"0000-00-00 00:00:00",,,,,"ne s applique pas car inactif","ne s applique pas car inactif",,
97068,BBIXL60TBHC,,"Precision+ 360 1.60 Transition Brown with HC (Corridor 11mm) [2ieme paire]","Precision+ 360 1.60 Transition Brown with HC (Corridor 11mm) [2nd pair]","Entrepot KNR",121.00,121.00,303.00,78.00,78.00,0.00,0.00,,,,0,0.00,-9.50,5.50,5.50,-9.50,-4.00,-4.00,0.00,0.50,4.00,1.60,"Hard Coat",Brown,None,active,11,35.00,directlens,"prog ff",,0,0,,11,"0000-00-00 00:00:00",,,,,"ne s applique pas car hc","Prix mis a jour par (script de Charles)2022-11-08",,"BEST 2ND"
95939,GMD259TBETC,,"Precision 1.59 Transition Brown with AR+ETC (Corridor 10mm)  [2ieme paire]","Precision 1.59 Transition Brown with AR+ETC (Corridor 10mm) [2nd pair]","Entrepot KNR",78.00,78.00,195.00,84.20,84.20,0.00,0.00,,,,0,0.00,-8.50,5.50,5.50,-8.50,-4.00,-4.00,0.00,1.00,5.00,1.59,"Dream AR",Brown,None,inactive,11,35.00,directlens,"prog ff",,0,0,,10,"0000-00-00 00:00:00",,,,,"ne s applique pas car inactif","ne s applique pas car inactif",,
95943,GMD259TGETC,,"Precision 1.59 Transition Grey with AR+ETC (Corridor 10mm)  [2ieme paire]","Precision 1.59 Transition Grey with AR+ETC (Corridor 10mm) [2nd pair]","Entrepot KNR",78.00,78.00,195.00,84.20,84.20,0.00,0.00,,,,0,0.00,-8.50,5.50,5.50,-8.50,-4.00,-4.00,0.00,1.00,5.00,1.59,"Dream AR",Grey,None,inactive,11,35.00,directlens,"prog ff",,0,0,,10,"0000-00-00 00:00:00",,,,,"ne s applique pas car inactif","ne s applique pas car inactif",,
95951,GMD260TBETC,,"Precision 1.60 Transition Brown with AR+ETC (Corridor 10mm)  [2ieme paire]","Precision 1.60 Transition Brown with AR+ETC (Corridor 10mm) [2nd pair]","Entrepot KNR",82.00,82.00,205.00,84.20,84.20,0.00,0.00,,,,0,0.00,-9.50,5.50,5.50,-9.50,-4.25,-4.25,0.00,1.00,5.00,1.60,"Dream AR",Brown,None,inactive,11,35.00,directlens,"prog ff",,0,0,,10,"0000-00-00 00:00:00",,,,,"ne s applique pas car inactif","ne s applique pas car inactif",,
95955,GMD260TGETC,,"Precision 1.60 Transition Grey with AR+ETC (Corridor 10mm)  [2ieme paire]","Precision 1.60 Transition Grey with AR+ETC (Corridor 10mm) [2nd pair]","Entrepot KNR",82.00,82.00,205.00,84.20,84.20,0.00,0.00,,,,0,0.00,-9.50,5.50,5.50,-9.50,-4.25,-4.25,0.00,1.00,5.00,1.60,"Dream AR",Grey,None,inactive,11,35.00,directlens,"prog ff",,0,0,,10,"0000-00-00 00:00:00",,,,,"ne s applique pas car inactif","ne s applique pas car inactif",,
97654,BSD250TBARS," ","Precision+ 1.50 Design Interieur Transition Brown with Super-AR (Corridor 11mm) [2ieme paire]","Precision+ 1.50 Design Indoor Transition Brown with Super-AR (Corridor 11mm) [2nd pair]","Entrepot KNR",82.00,82.00,205.00,57.49,57.49,0.00,0.00," "," "," ",0,0.00,-5.00,4.00,4.00,-5.00,-4.00,-4.00,0.00,1.00,5.00,1.50,"Super AR",Brown,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98626,BIXL74TBHC," ","Precision+ 1.74 Design Tout Usage Transition Brown with HC (Corridor 11mm) [2ieme paire]","Precision+ 1.74 Design All Purpose Transition Brown with HC (Corridor 11mm) [2nd pair]","Entrepot KNR",108.00,108.00,270.00,154.00,154.00,0.00,0.00," "," "," ",0,0.00,-10.25,6.00,6.00,-10.25,-4.75,-4.75,0.00,1.00,5.00,1.74,"Hard Coat",Brown,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98203,BHD2D60TGARS," ","Precision+ 1.60 Design Conduite Transition Grey with Super-AR (Corridor 11mm) [2ieme paire]","Precision+ 1.60 Design Drive Transition Grey with Super-AR (Corridor 11mm) [2nd pair]","Entrepot KNR",100.00,100.00,250.00,86.24,86.24,0.00,0.00," "," "," ",0,0.00,-9.50,5.50,5.50,-9.50,-4.25,-4.25,0.00,1.00,5.00,1.60,"Super AR",Grey,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98202,BHD2D60TGHC," ","Precision+ 1.60 Design Conduite Transition Grey with HC (Corridor 15mm) [2ieme paire]","Precision+ 1.60 Design Drive Transition Grey with HC (Corridor 15mm) [2nd pair]","Entrepot KNR",86.00,86.00,215.00,78.00,78.00,0.00,0.00," "," "," ",0,0.00,-9.50,5.50,5.50,-9.50,-4.25,-4.25,0.00,1.00,5.00,1.60,"Hard Coat",Grey,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",15,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98200,BHD2D60TGHC," ","Precision+ 1.60 Design Conduite Transition Grey with HC (Corridor 11mm) [2ieme paire]","Precision+ 1.60 Design Drive Transition Grey with HC (Corridor 11mm) [2nd pair]","Entrepot KNR",86.00,86.00,215.00,78.00,78.00,0.00,0.00," "," "," ",0,0.00,-9.50,5.50,5.50,-9.50,-4.25,-4.25,0.00,1.00,5.00,1.60,"Hard Coat",Grey,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",11,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98199,BHD2D60TBARS," ","Precision+ 1.60 Design Conduite Transition Brown with Super-AR (Corridor 15mm) [2ieme paire]","Precision+ 1.60 Design Drive Transition Brown with Super-AR (Corridor 15mm) [2nd pair]","Entrepot KNR",100.00,100.00,250.00,86.24,86.24,0.00,0.00," "," "," ",0,0.00,-9.50,5.50,5.50,-9.50,-4.25,-4.25,0.00,1.00,5.00,1.60,"Super AR",Brown,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",15,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
98010,BHD2D59TGHC," ","Precision+ 1.59 Design Conduite Transition Grey with HC (Corridor 15mm) [2ieme paire]","Precision+ 1.59 Design Drive Transition Grey with HC (Corridor 15mm) [2nd pair]","Entrepot KNR",82.00,82.00,205.00,79.00,79.00,0.00,0.00," "," "," ",0,0.00,-8.50,5.50,5.50,-8.50,-4.00,-4.00,0.00,1.00,5.00,1.59,"Hard Coat",Grey,None,inactive,11,35.00,directlens,"prog ff"," ",0,0," ",15,"0000-00-00 00:00:00"," "," "," "," ","ne s applique pas car inactif","ne s applique pas car inactif",,
